Jahr,Rang,Geschlecht,Name,Anzahl
2021,20,Junge,Ole,24
2021,21,Junge,Fiete,23
2021,22,Junge,Julius,23
2021,23,Junge,Max,23
2021,24,Junge,Till,23
2021,25,Junge,Henry,21
2021,26,Junge,Lio,21
2021,27,Junge,Hannes,20
2021,28,Junge,Julian,20
2021,29,Junge,Leonard,20
2021,30,Junge,Levi,20
2022,1,Junge,Peter,24
